	dHEP_520_A_NT	dHEP_550_A_NT	F_F_158_NC_NT	dHEP_549_A_NT	F_F_503_A_NT	dHEP_165_NC_NT	F_F_595_A_NT	F_F_523_A_NT	F_F_157_NC_NT	dHEP_518_A_NT	dHEP_164_NC_NT	dHEP_155_NC_NT	F_F_159_NC_NT	F_F_581_A_NT
Poldip2	6.39757610723	6.4683756517	6.40164553135	6.4954009	6.34399349084	6.33887491307	6.36074185324	6.15376973197	6.2564236484	6.30145519116	6.36254728804	6.28748044959	6.36561042026	6.42391163145
Ift20	4.80383958704	4.9397755936	4.54514123898	4.91186398738	4.69042037774	4.79004326015	5.00832339113	4.5553923878	4.80849785536	4.68114157924	4.93913137096	4.67406480425	4.76636369354	4.77785045612
Col6a1	3.62112843064	4.1566298314	3.10384909893	3.27467152789	3.56429049418	3.67091210652	3.12344141645	3.94165855963	3.21792174818	3.3758922255	3.21304113311	3.24287915065	3.10312259335	3.88572061293
Lgals9	8.15100497342	8.26997130447	9.09817572214	8.16035384542	8.77218853305	8.84303734484	8.20633260126	8.53024901167	8.75771544851	8.3128685473	8.66089209352	8.93289367746	8.84306886194	8.53477972709
Araf	5.72137742684	5.45232056679	5.69676661413	5.36642985085	5.72834545037	5.76674381131	5.56658309831	5.55814649944	5.60903340821	5.64604879665	5.75458927345	5.75659739306	5.83667414469	5.67299128895
Cfp	4.75785338176	5.26501642253	4.9620658478	5.19435870722	4.52296363189	4.56967681168	5.08706291211	5.12495778357	4.06216407866	4.40597795169	4.74771694655	5.04730077103	4.46131423222	5.02604190133
Uxt	3.72037867634	3.79736261636	3.35429346417	3.83053290921	3.62068966435	3.80157751554	3.96760136585	3.48959032941	3.26767478337	3.63708293135	3.56543791311	3.77444539439	3.75084317335	3.80231642401
Cnnm3	3.39625089353	2.84260693459	3.56504493525	2.97893154992	3.87586698983	3.51101930091	2.30387841366	3.33818556315	3.82332458559	3.73073993013	3.34378972446	3.46452903277	3.42425305088	3.34818392148
Lman2l	3.3382658155	3.21565034521	3.45421227278	3.49611387014	3.7272755986	3.45467191217	3.51384163624	3.42668357785	3.96497615997	3.55255737318	3.39495448509	3.1438317814	3.38785207028	3.20950904985
Mcm3ap	5.006407884	4.99756334543	4.83507352918	5.23250911639	5.09991361256	5.07524834026	5.15569683735	5.12743238973	5.30857711778	5.09113762304	5.07296355368	4.94174013979	5.08557278711	4.89869291008
Pcnt	4.67367229483	4.71707605251	4.97707451415	4.48753488525	4.69480547243	4.83318353542	4.3879120544	4.74135990915	5.01195752784	5.02922464071	4.95285508958	4.63291563217	4.65625964822	4.59638635044
Ftcd	8.12255812545	7.94414496106	7.71170527201	7.97996150377	8.19233933803	8.54915956367	7.67619470016	7.726542088	8.38573600302	8.24564264018	8.21677845659	8.26640360128	8.34925424928	8.05857284767
Mxd1	2.8318539632	2.6215278452	3.06223000973	2.96433140728	3.11857337681	3.10953642612	2.74435489977	2.99953947571	3.01923775375	2.95531654268	3.2468558461	2.53300721736	2.51553462322	3.13837587299
Gmcl1	3.07627269087	3.3325316455	3.10384909893	3.19260039495	3.38051936687	3.07800085268	3.02841480907	3.42668357785	3.16639144754	3.36479451662	3.33333536683	3.26997281153	3.12395609677	3.12792151535
Snrnp27	2.97271649904	3.51178243922	3.35429346417	3.31402019536	3.10545787702	3.2716419231	3.4872882172	3.06296485585	3.03847397262	2.99903792011	3.37470580125	3.22913909402	3.16474171161	3.60583428886
Oas1c	0.433977015084	0.281103406697	0.427144029582	-0.238952191112	1.00309615939	0.532351275988	-0.600174624055	0.553553388141	-0.499491048569	0.102873731093	0.35933057536	1.07636881362	-0.142184219935	0.382185711557
Ocrl	3.26344263875	3.17865613773	3.55767559272	3.02882013373	3.48548892647	3.02936607743	2.85925699458	3.49726425729	3.07619363856	3.63800507586	2.8953834756	3.43466929817	3.15465289399	3.3420463207
Calm1	7.45964036385	7.77579772594	7.58088796262	7.68773394268	7.70217522946	7.83936841697	7.79597945577	7.7727219086	7.55203164675	7.42980250704	7.81242479406	7.90305251765	7.73094163933	7.81437110801
Agpat3	7.86454258191	7.66145973006	7.86429710043	7.83870684065	7.65625736263	7.75526300731	7.59768869855	7.72490892519	8.02316592364	7.90664609596	7.63704970634	7.60559166919	7.92705718766	7.83620909532
Sema6b	2.36407500185	3.03426622839	2.60191843069	2.58993589249	2.17616086836	2.94447717985	3.49619377042	2.83971035201	3.09468998218	1.88714504004	2.6479000733	3.20126006145	3.04968333439	3.26780769041
Uhrf1	0.370201104651	-0.246828148987	1.32244665092	-0.579989108947	0.284867127805	-0.0295276116198	-0.910757745348	1.89397032529	-0.11246792546	0.176820878398	-1.06951272344	0.94064453933	-0.457907165295	1.07687568812
Dpp9	4.61898634407	4.7426488646	5.71925647003	4.96639092945	5.73687582284	4.86124331863	5.31806094515	5.13236890453	5.82104917219	5.13098443785	5.02283785272	5.43317194978	5.11747788633	5.10811303427
Ramp2	2.38439498623	2.81072287357	2.65570621816	3.26787420855	2.04491633508	2.81655970493	2.72205716414	2.82709972505	2.45828071604	1.97734284901	2.66467578605	2.34195892436	2.57726361297	3.00762728163
Lsr	6.54926675995	6.58016367609	7.37036922215	6.76873904528	6.77205884676	6.99336856437	7.16417320736	6.75622697192	6.9818426721	6.7192183573	7.08763984411	7.03797243982	6.7791437589	6.93565111474
Gramd1a	3.82814999444	3.78223431661	3.73589673572	3.91826175858	3.68381764292	3.98329642874	3.91012107723	3.73650506988	3.81687752098	3.71867363574	3.98827077314	3.8391925757	3.73115381596	3.82876472812
Hpn	7.45003236969	7.39937470455	7.39851339759	7.45159723411	7.61520577143	7.46499467149	7.57106802753	7.45429699941	7.92903018415	7.82498551506	7.38707863279	7.21221451833	7.51725812633	7.43799718815
Ckb	2.23575090488	2.44584816903	2.83396102206	2.65267164784	2.6435537727	2.23636644835	2.40928570519	2.82758679292	1.8562191944	1.61477276962	1.79990316675	3.17283165312	1.68633531212	2.91337695584
Sp1	6.18804112299	6.32479222414	6.35643292842	5.97968624157	6.10956929343	6.26181633449	5.97920880645	6.14879640507	6.27273976704	6.22680351354	6.33003963749	6.19507136813	6.25181418289	5.97370167279
Itgb7	0.952444104018	0.684459100929	1.44883910068	1.18554563742	0.822523913748	0.333042467765	0.879818317065	1.59705502678	1.52798968785	0.902575080607	1.37979467792	1.4044230113	1.4755682159	1.00191363044
Myg1	3.9518315091	3.70481168891	3.67828928063	3.83432686241	3.75693557212	3.84297285231	3.8377679483	3.53204789809	3.87067323197	3.82096131505	3.88317924976	3.65435680461	3.78394610875	3.93925802259
Rarg	2.65915187709	2.24577033359	2.71366678834	2.40793805875	1.77361431327	2.94447717985	2.46478081779	2.63233050152	2.3392280444	2.29050073427	2.42971990325	2.20828048912	2.53121624545	3.24863538114
Pfdn5	5.32279265193	5.3649206887	5.29234302621	5.44113523109	5.25548332102	5.44299110535	5.44902048157	5.24467730154	5.22457148183	5.09396300825	5.45816877774	5.45747542497	5.33428685948	5.27424496358
Efnb2	1.41434820834	1.83470173651	1.5725744691	1.85297029833	2.17616086836	1.8449415063	1.26042231928	1.62534407121	1.22633398799	1.91784183726	2.19583184308	1.99751339291	1.79425065129	1.79281803172
Rrp15	2.95923326968	3.49181402299	3.01937453077	3.55203928474	3.15721930471	2.87277571449	3.81367596027	3.04213135244	2.89810131625	2.66086918421	3.17841479	3.22913909402	2.97137833889	2.92550051492
Rnd2	2.10202252224	3.1148096557	3.19845341357	2.70274721133	2.7315502537	3.04576051568	2.56975037739	3.26176315096	2.30786387349	2.16074113873	2.48252377255	2.77916780463	2.26136560018	3.0545282566
Srr	6.92936968334	6.85234960233	6.81539619866	6.96334179134	6.79777704341	6.85896052699	6.83803066569	6.6918680325	6.92756065066	6.92733988353	6.77195727602	6.75421288154	6.84439933248	6.77925401861
Acp5	6.66071464494	6.75159828782	6.27377410037	6.76045447347	6.55406923213	6.46917915575	6.74482201813	6.51863087355	6.49442712051	6.45454916937	6.59144309158	6.40518694833	6.50216936514	6.62686860828
Fbxo9	5.65602125371	5.59953688129	5.59342125401	5.63853376593	5.4431103242	5.4189328892	5.4198549469	5.43968542358	5.65337878869	5.48369551503	5.63625256383	5.46575987628	5.83825086074	5.5094566012
Vps50	4.24411437781	4.35757423256	3.98637625521	4.29119742498	4.23455266315	4.02523819181	4.19355701414	4.21729300225	4.08084000342	4.09953028802	4.19871435161	4.16202489816	4.2214219062	4.06629285858
	3.58646742319	3.83073283431	3.70016252399	3.96020352165	4.7122137686	4.13657567887	3.64775288939	3.65651996709	4.4110940306	4.32240081874	4.19871435161	4.147488805	4.12653925778	3.24863538114
Hars	4.7302558232	5.14804328205	5.30399579881	5.23137916187	4.88545150409	4.92745831299	5.37220363037	4.62765333546	4.99713845429	4.83353381235	5.14452238903	5.19027497593	4.98188716462	5.01374432346
Zmat2	4.26618280109	4.35757423256	4.50945438307	4.45269950976	4.43133315642	4.5639969026	4.58443976289	4.16525573681	4.03368891005	4.22756947854	4.69968937565	4.60126474577	4.51750417307	4.3711474401
Ube2c	-0.688013509295	-0.149530947633	-0.369322576333	-0.399416863306	0.188651812546	-2.09991693951	-1.14766241936	0.869580881588	-0.740499148073	-0.814070529179	-1.60002744014	0.276667464103	-1.83024021362	1.53242834714
Smg5	5.43275800779	5.6522125514	5.18203153175	5.52853534783	5.33207901181	5.19837479111	5.81634514705	5.18558414252	5.19881292523	5.20129578433	5.36831935859	5.23086377449	5.0373817389	5.51548458368
Cct3	6.14413188806	6.54180900647	6.48406906465	6.53756741948	6.40414297139	6.40708479325	6.96206780017	6.29143877516	6.22108208907	6.02306114932	6.49153136119	6.44881713066	6.3764594405	6.4865632867
	4.01131601638	3.07308547728	3.88554194269	3.10990639139	4.19442346926	3.7101147885	3.13705670525	4.36762243536	4.16359077684	3.57333828971	3.02459339144	3.59442174156	3.54696067466	3.34132253038
Glmp	5.29289888371	5.45244971903	5.16937894147	5.20346754541	5.31861692794	5.33647813264	5.6341007888	5.42718582156	5.27851529693	5.29865876159	5.33286313481	5.1181933744	5.36860313403	5.54835246915
Mef2d	4.38691497821	4.36308070886	5.309045905	4.56024420756	5.04319781786	4.46385133894	4.2940049198	4.78590089012	5.09698544017	4.87741678308	4.4564597512	4.87713105836	4.75639110746	4.56573032229
Tmem79	0.483796136493	0.366922775158	0.930569866801	0.965979260158	0.0596796877561	1.0998339172	0.896058958072	0.242624292203	0.424170127918	0.58064698572	0.564901827746	0.0995108934299	0.451375617956	0.478809600125
Snd1	7.14375943548	7.52688610393	7.47649097178	7.46476928135	7.56219202829	7.54357853141	7.60285132721	7.12712329599	7.42714707381	7.24696543355	7.5134253477	7.41470218557	7.48993353982	7.49757834072
Col18a1	9.5270911792	9.23520588631	9.95952947383	9.32660089388	9.83269454565	9.94057827899	9.34611606768	9.12038407095	10.2455367908	9.73310714396	9.77168871257	9.84617149572	10.1157318964	9.40637942148
Slc19a1	3.16116158846	3.22777390429	2.69563286551	3.27467152789	2.81448659468	3.01278319324	2.84538482	2.85173288026	4.01438835409	3.46172839498	3.04382874963	2.87050811617	3.32626427206	3.13837587299
Kpnb1	6.83324050348	6.91889686393	7.04675267311	7.07488555907	7.2910348263	7.16733793264	7.03109818045	7.04834775978	7.12930497502	6.88762973517	7.05540389989	7.30600582237	6.96814157937	7.19987135723
Npepps	4.45093584224	4.36308070886	4.57996660333	4.63465381278	4.91751060538	4.37581649146	4.4939725305	4.70205591084	5.04086056545	4.86171382488	4.42234037289	4.35150269703	4.38569718558	4.51046301564
Mrpl10	5.16263297567	5.29980074876	5.15588911694	5.16596526845	5.37910319765	5.33804314882	5.48169420072	5.02972343211	5.30889400209	5.2037579612	5.17402747276	5.16383165487	5.17351192124	5.39854287424
Cyp51	4.0350952842	5.06668770608	6.68023941138	4.99491972711	5.04319781786	7.46270709959	4.58860940464	5.77094239006	7.36659901591	4.74672992087	6.77935092693	7.59959708284	7.85361606348	6.6823987422
Tcf25	7.2479314926	7.25801392934	7.17024440992	7.36056919943	7.22283412728	7.25719515199	7.38641594824	7.10970749444	7.28941547401	7.21873623228	7.29243105029	7.18311271474	7.27450412701	7.28819634676
Tubb6	3.31728079037	3.50183277881	2.78362934651	3.44975823445	3.42406197067	3.50403573659	4.04368156572	3.63581107026	3.25193971215	3.05534536101	3.25795355498	3.20126006145	3.00658161738	4.00477328458
Def8	5.12085605336	5.04286908657	5.04274580265	5.11117279561	5.35442517072	4.93790452592	5.01453522006	5.0796733148	5.06451183352	5.24431863284	4.87930373593	5.07828601661	5.08331411227	5.09475465142
Col1a1	2.62540308574	2.85828855683	0.592203275853	2.38348501503	3.74429874644	1.19286480972	2.11768214716	4.27646544602	2.95994057007	2.97003804839	1.06293757258	1.75059865244	1.0659239754	3.05253970351
Itga3	3.05107213675	3.08845832875	3.65421293813	2.63206136817	3.14445200864	3.25763506511	2.68327932302	3.48187536428	3.31576907157	3.10953746137	2.8953834756	3.33556115316	3.20440592919	3.60583428886
Foxm1	-1.6055513491	-2.3511648088	-0.529787248526	-0.579989108947	0.688222822036	-0.962413415761	-0.760639296248	1.12866810291	-0.11246792546	-0.128451815013	-1.06951272344	-0.39075719681	-2.67823712017	0.516486803269
Itfg2	3.08870979411	3.19109324096	3.0901090423	2.75152503477	3.20718776398	2.92688311983	3.25518567091	3.01030590658	3.34696369318	2.74886566521	3.10656450498	2.68165129872	2.66517070212	2.88881985159
Nrip2	0.268917768813	-0.972653185548	0.336946220611	-1.31695470311	-0.145767226525	-0.334382193148	-0.600174624055	0.365108298728	0.0479967467336	-0.56455092982	-0.522024928142	-0.0859026152814	0.2852370038	1.76610069334
Tulp3	0.509925868317	-0.280775480911	0.668152129086	-0.399416863306	-0.421401669138	1.0044197203	0.706486714179	0.0681265609704	0.443925423065	0.205967224057	-0.126096251811	0.566174081298	-0.0459689046753	0.310035925802
Gtf2h4	3.07627269087	3.20342404288	3.77076719557	2.96433140728	3.38051936687	3.4173587537	3.41399270787	2.83971035201	3.34696369318	2.92541505697	3.1309143664	3.56069895123	3.24300876841	3.19955938944
Tubb5	6.04956191894	6.16052460215	6.59031337526	6.22141101104	5.68626417816	6.3260122657	6.12989323111	6.17157624193	6.26167145791	5.67776014747	6.42351131662	6.28524133403	6.20167690057	6.34852163363
Ell2	6.58920550532	6.4477929391	6.01483632306	7.01246792832	6.59569975988	6.72726695631	6.20378651841	6.05972938681	7.0089010339	6.53100122981	6.71234125545	6.91784951958	6.74340697387	6.09004984162
Jup	4.73033520337	4.35757423256	5.00296973573	4.66032522039	5.06707274874	4.52359880198	4.43961024205	5.07455283013	5.20733699753	5.42346537842	4.24406802873	4.16923838839	4.65983067737	4.81742400124
Fkbp10	-0.746907198348	1.05482755087	0.240730905351	-0.399416863306	0.61607303628	0.436135960729	-1.14766241936	0.916123467525	-0.740499148073	-0.259696348291	-0.0150649394219	-0.230292524617	0.0442289042962	1.04700151997
Nom1	4.68600309674	4.64205665857	4.74688456523	4.56568834625	4.46252777803	4.37581649146	4.76107660064	4.20797022317	4.44752765974	4.43279461673	4.65840773112	4.32591098312	4.62736866941	4.35778905725
Ergic1	6.04230677123	6.28908012742	6.22116598602	6.29037561064	6.5874692035	6.44466117783	6.23737032168	6.19328169229	6.46451651784	6.13507255348	6.38423276768	6.29244385486	6.36888679194	6.3244141098
Acap1	1.52830439763	1.55572578681	1.40511772325	1.18554563742	1.21331386678	1.19286480972	0.984787876666	1.9275282308	1.68271228265	1.57680491943	1.73784219861	1.75059865244	0.781194498462	1.46757720279
Tcea3	5.17142992391	4.97256552872	5.23917543885	4.94148046815	5.43788789301	5.31117028729	4.847126154	5.08222675802	5.20308125687	5.5291384858	5.20589552642	5.16021587593	5.12266277975	5.21815906744
Ifrd1	3.98248029082	4.6407424603	3.91288309462	4.52524196816	6.05961168582	4.67011919909	3.9457287339	4.43277902961	5.72882446053	5.97767069699	5.43293049568	6.035981142	4.05028206468	4.25551877977
Stk38l	4.19572229484	4.69226719312	4.66119936844	4.68554780409	4.44258893097	4.32782330651	4.92173570613	4.81074878168	4.78591117029	4.2010462155	4.60291261853	4.97916084101	4.48747387231	4.42337739888
Brpf1	4.20243318339	4.10281362173	4.31585038516	4.55620227734	4.15269983895	4.33684456523	4.34788516053	4.21445593441	4.57762045558	4.22597581432	4.48635061475	3.99345517633	4.26155363473	4.22518906417
Akr1b3	3.27077458973	3.23042747003	3.19986148302	3.54951373049	3.46026295018	2.8368623178	3.19015843768	3.7717968329	3.04533669981	3.10193834781	3.19329046273	3.42915137576	3.04815817148	4.06662132859
Gstt1	7.60254750038	7.3251449182	7.74989160478	7.41587224029	7.56578753181	7.87478443989	7.03109818045	7.5103591945	7.66386833702	7.80151409661	7.24162426159	7.6042616898	7.59579152888	7.67815058636
Gstt3	5.64553650523	5.46773686708	6.39047802486	5.56975801056	5.89004790794	6.60951156186	4.46251064416	5.57456166436	6.27276007253	6.39579178294	5.70070643248	6.29079128304	5.88933874835	5.886496047
Ddt	7.36758793009	7.30311318646	7.39990629661	7.4128548378	7.22889428863	7.74086098408	7.18359906524	7.11595158573	7.48700740496	7.51634495615	7.35836416132	7.49870202979	7.50092555521	7.47764706141
Tat	10.1511439547	10.2739503984	9.52748780496	11.8448245324	10.454266859	10.9986744742	10.6327196127	8.74267195482	11.2958930381	10.4939581661	11.3487656254	11.4552631592	10.1971666801	9.42077017838
Marveld3	-0.688013509295	-0.0292367139148	-0.369322576333	0.939385050146	-0.968889464441	-0.334382193148	0.933257576026	-0.4173002662	0.554956735453	-0.259696348291	0.274441677773	0.379760957067	-0.245277712899	-0.583048870282
Ddx18	4.23965989325	4.28133608068	4.25021399499	4.19927061143	4.24655019625	4.02523819181	4.66167286683	4.19858680772	4.15321605879	4.13914911748	4.45361491121	4.49044675514	4.31498434719	4.2885601288
Ubl3	5.76852209959	5.65894364467	5.73258400168	5.85852554216	5.64695234916	5.39673714308	5.82166875103	5.66420980192	5.94345244728	5.71758357521	5.40871240942	5.45103837058	5.59881775597	5.75849642662
Gramd3	5.36790686344	5.02213538781	5.31791495983	4.75391162761	5.39810517817	5.15369421244	5.09880413696	5.05388719419	5.20308125687	5.40191211046	4.70780582486	5.25140070549	5.26779186934	5.32727263073
Eef1e1	2.38439498623	2.56531183564	2.43803234572	2.56840273095	2.69699303166	2.67618704856	2.97844634979	2.72674610342	2.24301272914	2.42480182598	2.90952765792	2.44064319921	2.72093397364	2.44248622183
Akt1	5.04948238998	5.31417110838	5.39537444909	5.53964373796	5.1651418674	5.03963441289	5.73967537883	5.3149689333	5.30190641819	5.32669668804	5.15337504383	5.19243621106	4.98140206684	5.29964075444
Il16	3.27153846897	3.36867574626	2.87364088912	3.02265779956	3.44232816368	2.92688311983	2.70326006649	3.46960100149	3.17788708637	3.25883879069	3.13429078562	3.50716653871	2.98396837948	3.04777814669
Tcirg1	5.31331188817	5.46261638241	5.88159911676	5.53964373796	5.33207901181	5.38711914052	5.61235375881	5.51532789082	5.19023818949	5.16656840641	5.43584080781	5.4716066727	5.40391192118	5.23042695634
Naglu	4.32518598846	4.32972211192	4.71590526053	4.18200527971	4.29933761061	4.7949008238	4.26824182374	4.17963487619	4.56494082403	4.30508827049	4.67919620379	4.59592142469	4.59415938886	4.51046301564
Coasy	7.07588229849	7.02691324719	6.77667658586	6.98327073072	6.96412019213	6.99019548015	6.88703074664	6.91576561188	6.73597091556	7.03229654005	6.92658047249	6.83749561996	6.86440786671	7.05219418919
Smo	2.62540308574	2.81072287357	2.39397716565	2.56840273095	3.33629536661	3.14039738982	2.33180695252	2.91038709798	2.78875392006	2.46692730165	2.978240408	2.95640818958	2.82638327223	3.3420463207
Tspan33	2.62540308574	3.12780699623	2.542621247	3.41398710342	3.20718776398	3.28551409768	3.72554505	2.30516575827	3.56162046573	2.19347627987	3.66883941099	2.77916780463	3.50366052293	3.12792151535
Crnkl1	4.21019484321	4.31274903331	3.94117062349	4.304283184	4.06198984844	4.1132747872	4.56336647999	3.87235717032	3.88296338591	3.67459547994	4.33070989742	4.31944148779	4.25957804863	4.12003072973
